filename,product_code,product_name,batch_number,batch_unit,dept_name,actual_qty,mfg_date,operator,approver_1,approver_2,approver_3,notes_content,total_time,special_notes,step_count
FJMK008_프레쥬 알케믹 진세노사이드 엑소랩 마스크 공정.xlsx,FJMK008,프레쥬 알케믹 진세노사이드 엑소 랩 마스크,,Kg,,Kg,,,"결

재",담 당,부서장,"*피막제 용해는 패들의 속도보다는 고온과 시간에 좌우된다.
*제조량 적을시 수상은 외부 Stirring(실온/30분이상)후 메인에서 가온 분산 가능
*부상후 내용물표면에 접하게 비닐커버 할 것. (2중 밀봉)",,,9
FJMT001_프레쥬 레틴콜라겐3D코어앰플미스트.xlsx,FJMT001,프레쥬 레틴 콜라겐 3D 코어 앰플미스트,,Kg,,Kg,,,"결

재",담 당,부서장,,,,4
FJMT002_프레쥬 프로 모이스처크림미스트 공정.xlsx,FJMT002,프레쥬 프로 모이스처 크림 미스트,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
FJOF001_프레쥬 레틴콜라겐 3D 코어 오일투폼클렌저 공정.xlsx,FJOF001,프레쥬 레틴콜라겐 3D 코어 오일 투 폼클렌저,,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
FJOF002_프레쥬 알케믹 진세노사이드 오일투폼클렌저 공정.xlsx,FJOF002,프레쥬 알케믹 진세노사이드 오일 투 폼클렌저,,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
FJPD001_프레쥬 오리지날허브자연약쑥 포어패드.xlsx,FJPD001,프레쥬 오리지날 허브 자연약쑥 포어 패드,,Kg,,Kg,,,"결

재",담 당,부서장,  특히 동절기에 상온(30-35도)상태의 공정을 유지해야 투명하게 제조된다.,,,2
FJPG002_프레쥬 오리지날허브약쑥필링젤.xlsx,FJPG002,프레쥬 오리지날 허브 약쑥 필링젤,,Kg,,Kg,,,"결

재",담 당,부서장,*실온공정,,,9
FJPK001_프레쥬 오리지날허브자연약쑥산소마스크팩.xlsx,FJPK001,프레쥬 오리지날 허브 자연약쑥 산소 마스크팩,,Kg,,Kg,,,"결

재",담 당,부서장,"* 실온공정
* 기포발생을 최대한 억제하며 제조할 것.
* 탈포공정 없음
* 혼합공정에서 호모는 기포발생 최소화하며 혼합하는 적정속도로 할 것.",총소요시간,"* 휘발성원료(8110)은 투입직전 계량할 것.
* 휘발성 있는 원료가 포함되어 있으므로 가온하지 말 것.
* 부상시 맑은 액체부분이 발견되면 연구소 연락할 것.
* 벌크 보관시 내용물 표면에도 비닐커버하여 2중 밀봉할 것.",10
FJPW000_프레쥬 프로모이스처엔자임파우더워시.xlsx,FJPW000,프레쥬 프로 모이스처 엔자임 파우더 워시,,Kg,,Kg,,,"결

재",담 당,부서장,*실온공정,,,2
FJPW001_프레쥬 레틴콜라겐 코어 파우더워시 공정.xlsx,FJPW001,프레쥬 레틴콜라겐 3D 코어 파우더 워시,,Kg,,Kg,,,"결

재",담 당,부서장,*실온공정,,,2
FJSC002_프레쥬 어성초 에어리핏 선크림 공정.xlsx,FJSC002,프레쥬 어성초 에어리 핏 선크림,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
FJSC_프레쥬 오리지날허브자연약쑥디펜딩썬마스크.xlsx,FJSC001,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
FJSL001_프레쥬 오리지날허브자연약쑥진정토너.xlsx,FJSL001,프레쥬 오리지날 허브 자연약쑥 진정토너,,Kg,,Kg,,,"결

재",담 당,부서장,  특히 동절기에 상온(30-35도)상태의 공정을 유지해야 투명하게 제조된다.,,,2
FJSL002_프레쥬 프로모이스처크리미토너.xlsx,FJSL002,프레쥬 프로 모이스처 크리미 토너,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
FJSL003_프레쥬 유주허니에센셜토너.xlsx,FJSL003,프레쥬 유주 허니 에센셜 토너,,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
FJSL004_프레쥬 어성초 블레미쉬토너(공정).xlsx,FJSL004,프레쥬 어성초 블레미쉬 토너,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
FJSL006_프레쥬 레틴콜라겐3D코어토너(공정).xlsx,FJSL006,프레쥬 레틴 콜라겐 3D 코어 토너,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
FJSL007_프레쥬 바이옴 5-락토 밸런스토너 공정.xlsx,FJSL007,프레쥬 바이옴 5-락토 밸런스 토너,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
FJSL008_프레쥬 알케믹 진세노사이드 허벌 알엑스 토너 공정.xlsx,FJSL008,프레쥬 알케믹 진세노사이드 허벌 알엑스 토너,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
FJSM_프레쥬 오리지날 인진쑥 스팀 마스크.xlsx,FJSM001,프레쥬 오리지날 인진쑥 스팀 마스크,,Kg,,Kg,,,"결

재",담 당,부서장,* 이물 혼입 안되도록 주의할것.,총소요시간,"* 제조량은 제조탱크의 60-80% 범위로 잡을 것
* 무수타입 제품이므로 제조공정중 수분 혼입되지 않도록 주의할 것.
* 색소파트 용해시 PG(가온)에 색소파우더 먼저 완전히 녹인후(1시간이상), FruitMax 투입할 것.
",10
FJWE001_프레쥬 알케믹 진세노사이드 워터리 에센스 공정.xlsx,FJWE001,프레쥬 알케믹 진세노사이드 워터리 에센스,,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
GVHC_지피엠 플라워인스파이어핸드크림.xlsx,GVHC_____,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
HCBC001_호텔 크레센도 너리싱 바디워시 공정.xlsx,HCBC001,호텔 크레센도 너리싱 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
HCBL001_호텔 크레센도 너리싱 바디로션 공정.xlsx,HCBL001,호텔 크레센도 너리싱 바디로션,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
HCHW001_호텔 크레센도 젠틀 핸드워시 공정.xlsx,HCHW001,호텔 크레센도 젠틀 핸드워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
HCRS001_호텔 크레센도 너리싱 컨디셔너 공정.xlsx,HCRS001,호텔 크레센도 너리싱 컨디셔너,,Kg,,Kg,,,"결

재",담 당,부서장,"*유상을 메인탱크에서 용해
*원료 BTAC80 때문에 타 제품들에 비해 용해 온도 높음
*숙성기간: 3일 이상",,,8
HCSP001_호텔 크레센도 너리싱 샴푸 공정.xlsx,HCSP001,호텔 크레센도 너리싱 샴푸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
HFBC002-4_하파데이 시카&세라 바디스크럽워시 공정.xlsx,HFBC_____,하파데이 시카&세라 바디 스크럽 워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,9
HFBC_하파데이 밀크 바디워시.xlsx,HFBC001,하파데이 예쓰 밀크 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
HFBL_하파데이 밀크 바디로션.xlsx,HFBL001,하파데이 예쓰 밀크 바디로션,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
HFHW_하파데이 퍼퓸드포밍핸드워시.xlsx,HFHW_____,하파데이 퍼퓸드 포밍 핸드워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
ILMT_이즈리프 인티메이트미스트포맨.xlsx,ILMT______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
ILWS001 2 8_이즈리프 인티메이트워시포맨.xlsx,ILWS_______,이즈리프 인테메이트 워시 포맨,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
ILWS003 4 7_이즈리프 퓨어 페미닌 버블 클렌져.xlsx,ILWS_______,이즈리프 퓨어 페미닌 버블클렌져,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
ILWS005 6_이즈리프 퀸즈밸런스 페미닌워시.xlsx,ILWS_______,이즈리프 퀸즈 밸런스 페미닌 워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
ILWS009_이즈리프 인티메이트 워시젤 포맨 공정.xlsx,ILWS009,이즈리프 인티메이트 워시 젤 포맨 프레쉬,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
ILWSP_이즈리프 인티메이트워시(파우치).xlsx,ILWSP____,이즈리프 인티메이트 워시 (파우치),,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
JOCO001_제이온 버드네스트클렌징오일.xlsx,JOCO001,제이온 버드네스트 클렌징오일,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
JOCO002_제이온 에이씨 더마 레메디알 클렌징오일 공정.xlsx,JOCO002,제이온 에이씨 더마 레메디알 클렌징 오일,,Kg,,Kg,,,"결

재",담 당,부서장,"
 `- 제조전 제조설비의 물기를 완전히 제거할 것.",,,7
JOCR001_제이온 에이씨 더마레메디알크림 공정.xlsx,JOCR001,제이온 에이씨 더마 레메디알 크림,,Kg,,Kg,,,"결

재",담 당,부서장,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",총소요시간,*제조량은 제조탱크의 60-85% 사이가 되게 할 것. (최대 850kg),9
JOCR002_제이온 누드스킨미라클씨씨크림 공정.xlsx,JOCR002,제이온 누드 스킨 미라클 씨씨크림,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
JOCR003_제이온 버드네스트 피디알엔크림 공정.xlsx,JOCR003,제이온 버드네스트 피디알엔 크림,,Kg,,Kg,,,"결

재",담 당,부서장,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",총소요시간,*제조량은 제조탱크의 60-85% 사이가 되게 할 것. (최대 850kg),9
JOEC001_제이온 버드네스트 리바이브아이크림 공정.xlsx,JOEC001,제이온 버드네스트 리바이브 아이크림,,Kg,,Kg,,,"결

재",담 당,부서장,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",총소요시간,*제조량은 제조탱크의 60-85% 사이가 되게 할 것. (최대 850kg),9
JOFC001_제이온 버드네스트클렌징폼.xlsx,JOFC001,제이온 버드네스트 클렌징폼,,Kg,,Kg,,,"결

재",담 당,부서장,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,,8
JOFC004_제이온 차콜젠틀폼클렌징.xlsx,JOFC004,제이온 차콜 젠틀 폼클렌징,,Kg,,Kg,,,"결

재",담 당,부서장,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,,8
JOFC005_제이온 에이씨더마레메디알클렌징폼 공정.xlsx,JOFC005,제이온 에이씨 더마 레메디알 클렌징폼,,Kg,,Kg,,,"결

재",담 당,부서장,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*가급적 기포생성을 줄일 것",총소요시간,"* 기포발생주의. 완전탈포. 종료온도 엄수. 부상전 샘플채취해 파우더 완전용해 확인할 것.
* 제조량 책정시 가마 여유공간 고려할 것 (최대 700kg)",8
JOFC_제이온 젠틀폼클렌저.xlsx,JOFC______,,,Kg,,Kg,,,"결

재",담 당,부서장,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,,8
JOFT_제이온 스네일데일리풋크림.xlsx,JOFT003,제이온 스네일 데일리 풋크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
JOHC_제이온 데일리핸드크림.xlsx,JOHC______,제이온 데일리 핸드크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
JOLS001_제이온 립필업세럼.xlsx,JOLS001,제이온 립 필 업 세럼,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
JOLS002_제이온 슈가립스크럽.xlsx,JOLS002,제이온 슈가 립 스크럽,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
JOPK001_제이온 아티초크 슬리핑팩.xlsx,JOPK001,제이온 아티초크 슬리핑팩,,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
JOPK002_제이온 허니워시오프마스크팩.xlsx,JOPK002,제이온 허니 워시오프 마스크팩,,Kg,,Kg,,,"결

재",담 당,부서장,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",총소요시간,,9
JOPK003_제이온 비타글로우슬리핑팩.xlsx,JOPK003,제이온 비타 글로우 슬리핑팩,,Kg,,Kg,,,"결

재",담 당,부서장,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",총소요시간,*제조량은 제조탱크의 60-85% 사이가 되게 할 것. (최대 850kg),10
JOPK004_제이온 콜라겐슬리핑팩.xlsx,JOPK004,제이온 콜라겐 슬리핑팩,,Kg,,Kg,,,"결

재",담 당,부서장,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",총소요시간,,8
JOPK005_제이온 엘에이치에이필링젤.xlsx,JOPK005,제이온 엘에이치에이 필링젤,,Kg,,Kg,,,"결

재",담 당,부서장,*실온공정,,,9
JOPK006_제이온 펌킨슬리핑팩.xlsx,JOPK006,제이온 펌킨 슬리핑팩,,Kg,,Kg,,,"결

재",담 당,부서장,"*메인탱크에 투입시 100메쉬 여과 거칠 것
*투입순서 중요",총소요시간,*제조량은 제조탱크의 60-85% 사이가 되게 할 것. (최대 850kg),8
JOPW001_제이온 마차 엔자임 파우더 워시.xlsx,JOPW001,제이온 마차 엔자임 파우더 워시,,Kg,,Kg,,,"결

재",담 당,부서장,*실온공정,,,2
JOSC001_제이온 젠틀포어스크럽.xlsx,JOSC001,제이온 젠틀 포어 스크럽,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,"*탈포공정 특히 중요함.
*제조량은 제조탱크의 50-75% 내에서 잡을 것.
*벌크 외부 발송시 비닐 이중포장(내용물 밀착).",9
JOSL001_제이온 에이씨 더마 레메디알 토너 공정.xlsx,JOSL001,제이온 에이씨 더마 레메디알 토너,,Kg,,Kg,,,"결

재",담 당,부서장,,," - 실온 공정 (점증제 분산에만 열수 사용)
 - 점증제 분산 공정 특히 중요",10
JOSR001_제이온 에이씨 레메디알세럼.xlsx,JOSR001,제이온 에이씨 더마 레메디알 세럼,,Kg,,Kg,,,"결

재",담 당,부서장,"
 *투명 점액상",,,6
JOSS_제이온 솔트 바디스크럽.xlsx,JOSS______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
KBBC_키스바이 로즈마인 스텔라리바디워시 공정.xlsx,KBBC______,키스바이 로즈마인 스텔라리 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
KBCR_키스바이 로즈마인 프래그런스크림.xlsx,KBCR_____,키스바이 로즈마인 프래그런스 크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
KBHC_키스바이로즈마인 프래그런스핸드크림.xlsx,KBHC_____,키스바이 로즈마인 프래그런스 핸드크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
KBOW_키스바이 로즈마인프래그런스오일워시 공정.xlsx,KBOW______,키스바이 로즈마인 프래그런스 오일워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
KMHC_켈리스 모이스처크림.xlsx,KMHC000,켈리스 모이스처 크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,8
KSAM001_까마 옴므 아크아 바이오모이스처라이저 공정.xlsx,KSAM001,까마 옴므 아쿠아 바이오 모이스처라이저,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,"*실온공정, 반투명 젤상",10
KSAT001_까마 옴므 아쿠아 바이오 토너 공정.xlsx,KSAT001,까마 옴므 아쿠아 바이오 토너,,Kg,,Kg,,,"결

재",담 당,부서장," *특히 동절기에 상온(20-35도)상태의 공정을 유지해야 투명하게 제조된다.

 *투명액상",,,2
KSCL_까마올소 옴므셀발란스로션.xlsx,KSCL000,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
KSCS_까마올소 옴므셀발란스스킨.xlsx,KSCS000,까마올소 옴므 셀 발란스 스킨,,Kg,,Kg,,,"결

재",담 당,부서장,  특히 동절기에 상온(30-35도)상태의 공정을 유지해야 투명하게 제조된다.,,,2
KSMLR_까마올소 마일드트리트먼트로션.xlsx,KSMLR00,까마올소 마일드 트리트먼트 로션,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
KSMSR_까마올소 마일드트리트먼트스킨.xlsx,KSMSR00,까마올소 마일드 트리트먼트 스킨,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
LAHC_에바스 레몬에이드핸드크림.xlsx,LAHC000,에바스 레몬에이드 핸드크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
LBCR_로즈문 씨씨크림.xlsx,LBCR000,로즈문 씨씨 크림,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
MLAL_미미로린스 어포더블럭셔리.xlsx,MLAL_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
MLBC006-010_미미로린스 하니수플레크리미바디워시.xlsx,MLBC______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
MLBC_미미로린스 씬트리메인퍼퓸드바디워시.xlsx,MLBC______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
MLBC_미미로린스 하니수플레크리미인바디워시.xlsx,MLBC______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
MLBL_미미로린스 씬트리메인퍼퓸드바디에멀젼.xlsx,MLBL_____,미미로린스 모먼트 바디로션,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
MLBM002-4_미미로린스 모먼트코스트 바디미스트.xlsx,MLBM_______,미미로린스 모먼트 코스트 바디미스트,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLBM_미미로린스 씬트리메인퍼퓸드바디미스트.xlsx,MLBM001,미미로린스 씬트리메인 퍼퓸드 바디미스트,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLBS_미미로린스 씬트리메인퍼퓸드바디스플래쉬.xlsx,MLBS______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLCR_미미로린스 하니스플레바디크림.xlsx,MLCR_______,미미로린스 하니수플레 바디크림,,Kg,,Kg,,,"결

재",담 당,부서장,*원료투입시 100메쉬 여과 거칠 것,총소요시간,,9
MLDF_미미로린스 씬트리메인디퓨져.xlsx,MLDF_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLDM011-020_미미로린스 드레스퍼퓸미스트 딥퍼퓸레이블.xlsx,MLDM_______,(미미로린스 드레스 퍼퓸 미스트 딥퍼퓸 레이블),,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLDM_미미로린스 드레스퍼퓸미스트.xlsx,MLDM_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLHA_미미로린스 씬트리메인EFA프로테인헤어앰플 4종.xlsx,MLHA_____,,,Kg,,Kg,,,"결

재",담 당,부서장,*수상에서 점증제 완전용해 확인후 12** 투입할 것.,총소요시간,,8
MLHC006-009_미미로린스 모먼트 플랜트 핸드크림 공정.xlsx,MLHC_____,미미로린스 모먼트 플랜트 핸드크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
MLHC014-017_미미로린스 모먼트핸드크림.xlsx,MLHC_____,미미로린스 모먼트 핸드크림,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,9
MLHC018-020_미미로린스 모먼트 핸드 포마드크림.xlsx,MLHC_____,미미로린스 모먼트 래디언스 핸드 포마드크림,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
MLHC_미미로린스 뷰티레슨핸드크림.xlsx,MLHC_____,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
MLHD_미미로린스 모먼트 래디언스 핸드솝 공정.xlsx,MLHD______,미미로린스 모먼트 래디언스 핸드솝,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
MLHS_미미로린스 프로테인헤어세럼.xlsx,MLHS_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
MLHW_미미로린스 모먼트플랜트핸드워시.xlsx,MLHW______,미미로린스 모먼트 플랜트 핸드워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,7
MLLS_미미로린스 하니수플레리퀴드핸드솝5종.xlsx,MLLS_____,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
MLPF_미미로린스 모먼트 래디언스 퍼퓸.xlsx,MLPF_______,미미로린스 모먼트 래디언스 퍼퓸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
MLPF_미미로린스 모먼트오디너리퍼퓸.xlsx,MLPF_______,미미로린스 모먼트 오디너리 퍼퓸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
MLPG_미미로린스 모먼트퍼퓸.xlsx,MLPG_______,미미로린스 모먼트 퍼퓸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
MLPP_미미로린스 모먼트시크릿푸퍼퓸.xlsx,MLPP_______,미미로린스 모먼트 시크릿 푸 퍼퓸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLRM_미미로린스 씬트리메인룸미스트.xlsx,MLRM_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MLRS_미미로린스 씬트리메인프로테인컨디셔너.xlsx,MLRS005,미미롤니스 모먼트 릴렉스 헤어 컨디셔너 그린 블리스,,Kg,,Kg,,,"결

재",담 당,부서장,,,,9
MLSC_미미로린스 씬트리메인소이캔들.xlsx,MLSC_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,4
MLSP_미미로린스 씬트리메인프로테인샴푸.xlsx,MLSP005,미미로린스 모먼트 릴렉스 헤어 샴푸 그린 블리스,,Kg,,Kg,,,"결

재",담 당,부서장,,,,6
MLST_미미로린스 씬트리메인사쉐.xlsx,MLST_______,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,4
MLTO001_미미로린스 태닝오일.xlsx,MLTO001,미미로린스 태닝 오일,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
MRRS_미렐라와일 리퀴드펄컨디셔너.xlsx,MRRS001,미렐라 와일 리퀴드 펄 컨디션너,,Kg,,Kg,,,"결

재",담 당,부서장,,,,9
MRSC_마르샹 바디베일.xlsx,MRSC002,마르샹 베디베일 (플로럴 퍼플),,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
MRSP_미렐라와일 리퀴드펄샴푸.xlsx,MRSP001,미렐라 와일 리퀴드 펄 셤푸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
NABC-아로마 바디워시.xlsx,NABC_____,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
NPBC005_에바스 나뚜리아크리미밀크바디워시 4종.xlsx,NPBC_____,에바스 나뚜리아 크리미 밀크 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
NPBC_나뚜리아 퓨어바디워시 4종.xlsx,NPBC_____,나뚜리아 퓨어 바디워시,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
NPSS_나뚜리아 크리미 오일솔트스크럽.xlsx,NPSS______,에바스 나뚜리아 크리미 오일 솔트 스크업,,Kg,,Kg,,,"결

재",담 당,부서장,,,,8
OEBC000_오쎄 퓨어앤내추럴에코바디워시.xlsx,OEBC000,,,Kg,,Kg,,,"결

재",담 당,부서장,,,,5
OEBL000_오쎄 퓨어앤내추럴 바디로션.xlsx,OEBL000,,,Kg,,Kg,,,"결

재",담 당,부서장,*원료투입시 100메쉬 여과 거칠 것,총소요시간,,10
OEFC000_오쎄 퓨어앤내추럴 에코 폼클렌저.xlsx,OEFC000,,,Kg,,Kg,,,"결

재",담 당,부서장,*일정 점/경도가 생성되기 전까지 교반을 종료하지 말 것,,,8
OEHC000_오쎄 퓨어앤내추럴에코핸드크림.xlsx,OEHC000,,,Kg,,Kg,,,"결

재",담 당,부서장,*메인탱크에 투입시 100메쉬 여과 거칠 것,총소요시간,,10
OERS001_오쎄 퓨어앤내추럴 에코 헤어 컨디셔너.xlsx,OERS001,오쎄 퓨어앤내추럴 에코 헤어 컨디셔너,,Kg,,Kg,,,"결

재",담 당,부서장,,,,9
OESP001_오쎄 퓨어앤내추럴에코헤어샴푸.xlsx,OESP001,오쎄 퓨어앤내추럴 에코 헤어 샴푸,,Kg,,Kg,,,"결

재",담 당,부서장,,,,2
